"Relative Time","% Committed Bytes In Use (Memory):viccbiostat096","% Disk Read Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Time (PhysicalDisk _Total):viccbiostat096","% Disk Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Write Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (Processor _Total):viccbiostat096","% Processor Time (Processor _Total):viccbiostat096","Available MBytes (Memory):viccbiostat096","Avg. Disk sec/Transfer (PhysicalDisk 0 C|):viccbiostat096","Private Bytes (Process ubuntu):viccbiostat096","Thread Count (Process ubuntu):viccbiostat096","Virtual Bytes (Process ubuntu):viccbiostat096"
"00:01","","","","","","","","","103853","","2478080","6","4294967000"
"00:02","20.167","14.585","10.083","20.165","5.581","82.517","94.717","3.342","","0","","",""
"00:04","","","","","","","","","103814","","2478080","6","4294967000"
"00:05","20.193","0.095","0.431","0.862","0.767","98.918","94.916","3.165","","0","","",""
"00:07","","","","","","","","","103750","","2478080","6","4294967000"
"00:08","20.186","0.295","0.385","0.764","0.469","99.079","94.898","3.391","","0","","",""
"00:10","","","","","","","","","103751","","2478080","6","4294967000"
"00:11","20.193","0.427","0.395","0.786","0.359","99.089","94.155","3.413","","0","","",""
"00:13","","","","","","","","","103744","","2478080","6","4294967000"
"00:14","20.178","0.073","2.439","4.877","4.804","91.758","94.057","3.875","","0","","",""
"00:16","","","","","","","","","103738","","2478080","6","4294967000"
"00:17","20.184","0.096","0.23","0.46","0.364","99.48","93.788","3.943","","0","","",""
"00:19","","","","","","","","","103737","","2478080","6","4294967000"
"00:20","20.186","0.038","0.136","0.272","0.234","99.744","94.103","3.896","","0","","",""
"00:22","","","","","","","","","103737","","2478080","6","4294967000"
"00:23","20.191","0","0.152","0.305","0.305","99.633","94.589","3.015","","0","","",""
"00:25","","","","","","","","","103734","","2478080","6","4294967000"
"00:26","20.193","0.017","0.167","0.334","0.317","99.68","96.575","1.112","","0","","",""
"00:28","","","","","","","","","103732","","2478080","6","4294967000"
"00:29","20.195","0","0.161","0.322","0.322","99.644","96.939","1.255","","0","","",""
"00:31","","","","","","","","","103718","","2478080","6","4294967000"
"00:32","20.199","0.042","0.16","0.32","0.279","99.661","97.221","1.004","","0","","",""
"00:34","","","","","","","","","103708","","2478080","6","4294967000"
"00:35","20.207","0","0.117","0.235","0.235","99.718","96.825","1.029","","0","","",""
"00:37","","","","","","","","","103705","","2478080","6","4294967000"
"00:38","20.209","0","0.079","0.157","0.157","99.835","97.134","0.84","","0","","",""
"00:40","","","","","","","","","103697","","2478080","6","4294967000"
"00:41","20.21","0","0.131","0.261","0.261","99.762","97.175","0.678","","0","","",""
"00:43","","","","","","","","","103696","","2478080","6","4294967000"
"00:44","20.211","0","0.082","0.165","0.165","99.847","96.728","1.131","","0","","",""
"00:46","","","","","","","","","103696","","2478080","6","4294967000"
"00:47","20.225","0","0.133","0.265","0.265","99.767","97.025","0.854","","0","","",""
"00:49","","","","","","","","","103678","","2478080","6","4294967000"
"00:50","20.239","0","0.108","0.216","0.216","99.804","97.06","0.982","","0","","",""
"00:52","","","","","","","","","103658","","2478080","6","4294967000"
"00:53","20.239","0","0.232","0.463","0.463","99.588","97.446","0.91","","0","","",""
"00:55","","","","","","","","","103651","","2478080","6","4294967000"
"00:56","20.244","0","0.094","0.188","0.188","99.796","97.291","0.393","","0","","",""
"00:58","","","","","","","","","103648","","2478080","6","4294967000"
"00:59","20.246","0","0.162","0.324","0.324","99.668","97.463","1.054","","0","","",""
"01:01","","","","","","","","","103646","","2478080","6","4294967000"
"01:02","20.246","0","0.18","0.36","0.36","99.684","97.425","0.676","","0","","",""
"01:04","","","","","","","","","103647","","2478080","6","4294967000"
"01:05","20.256","0.01","0.12","0.241","0.231","99.702","96.55","1.489","","0","","",""
"01:07","","","","","","","","","103636","","2478080","6","4294967000"
"01:08","20.322","0","0.121","0.242","0.242","99.776","97.104","1.145","","0","","",""
"01:10","","","","","","","","","103541","","2478080","6","4294967000"
"01:11","20.327","0.017","0.148","0.295","0.278","99.74","97.395","0.86","","0","","",""
"01:13","","","","","","","","","103535","","2478080","6","4294967000"
