"Relative Time","% Committed Bytes In Use (Memory):viccbiostat096","% Disk Read Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Time (PhysicalDisk _Total):viccbiostat096","% Disk Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Write Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (Processor _Total):viccbiostat096","% Processor Time (Processor _Total):viccbiostat096","Available MBytes (Memory):viccbiostat096","Avg. Disk sec/Transfer (PhysicalDisk 0 C|):viccbiostat096","Private Bytes (Process ubuntu):viccbiostat096","Thread Count (Process ubuntu):viccbiostat096","Virtual Bytes (Process ubuntu):viccbiostat096"
"00:01","","","","","","","","","10.35","","24.576","60","42.95"
"00:02","20.3","20.25","13.38","26.76","6.51","97.162","93.425","43.72","","0","","",""
"00:04","","","","","","","","","10.351","","24.576","60","42.95"
"00:05","20.117","0","2.33","4.66","4.66","99.286","95.689","41.06","","0","","",""
"00:07","","","","","","","","","10.378","","24.576","60","42.95"
"00:08","20.121","0","1.98","3.96","3.96","99.481","95.136","29.12","","0","","",""
"00:10","","","","","","","","","10.379","","24.576","60","42.95"
"00:11","20.121","0","1.64","3.28","3.28","99.663","93.279","49.15","","0","","",""
"00:13","","","","","","","","","10.377","","24.576","60","42.95"
"00:14","20.12","0","1.09","2.18","2.18","99.741","93.103","53.45","","0","","",""
"00:16","","","","","","","","","10.377","","24.576","60","42.95"
"00:17","20.122","0.12","1.27","2.54","2.42","99.697","92.313","54.47","","0","","",""
"00:19","","","","","","","","","10.377","","24.044","40","42.95"
"00:20","20.127","0","0.85","1.7","1.7","99.808","92.16","58.98","","0","","",""
"00:22","","","","","","","","","10.375","","24.044","40","42.95"
"00:23","20.132","0.15","1.01","2.03","1.88","99.756","91.957","60.67","","0","","",""
"00:25","","","","","","","","","10.375","","24.044","40","42.95"
"00:26","20.129","0","1.44","2.89","2.89","99.731","91.964","60.73","","0","","",""
"00:28","","","","","","","","","10.375","","24.044","40","42.95"
"00:29","20.131","0","1.13","2.26","2.26","99.711","91.683","58.93","","0","","",""
"00:31","","","","","","","","","10.375","","24.044","40","42.95"
"00:32","20.133","0","1.12","2.24","2.24","99.83","92.786","53.15","","0","","",""
"00:34","","","","","","","","","10.375","","24.044","40","42.95"
"00:35","20.136","0","1.28","2.55","2.55","99.724","92.596","59.13","","0","","",""
"00:37","","","","","","","","","10.375","","24.044","40","42.95"
"00:38","20.138","0","0.74","1.48","1.48","99.835","92.783","55.72","","0","","",""
"00:40","","","","","","","","","10.374","","24.044","40","42.95"
"00:41","20.138","0","1.52","3.03","3.03","99.686","92.667","56.12","","0","","",""
"00:43","","","","","","","","","10.374","","24.617","60","42.95"
"00:44","20.135","0","0.8","1.59","1.59","99.819","92.803","60.7","","0","","",""
"00:46","","","","","","","","","10.374","","24.617","60","42.95"
"00:47","20.138","0","1.37","2.75","2.75","99.74","92.839","58.01","","0","","",""
"00:49","","","","","","","","","10.373","","24.617","60","42.95"
"00:50","20.139","0","0.92","1.84","1.84","99.819","92.613","61.95","","0","","",""
"00:52","","","","","","","","","10.373","","24.617","60","42.95"
"00:53","20.141","0","0.94","1.89","1.89","99.677","92.874","51.89","","0","","",""
"00:55","","","","","","","","","10.373","","24.617","60","42.95"
"00:56","20.143","0","1.9","3.8","3.8","99.647","92.845","56.42","","0","","",""
"00:58","","","","","","","","","10.373","","24.617","60","42.95"
"00:59","20.142","0","0.89","1.78","1.78","99.869","93.079","48.95","","0","","",""
"01:01","","","","","","","","","10.373","","24.617","60","42.95"
"01:02","20.143","0","1.4","2.8","2.8","99.705","93.328","52.23","","0","","",""
"01:04","","","","","","","","","10.373","","24.617","60","42.95"
"01:05","20.148","0","0.97","1.95","1.95","99.781","93.592","45.96","","0","","",""
"01:07","","","","","","","","","10.372","","24.617","60","42.95"
"01:08","20.151","0","0.97","1.95","1.95","99.802","93.94","47.9","","0","","",""
"01:10","","","","","","","","","10.372","","24.617","60","42.95"
"01:11","20.149","0","1.3","2.6","2.6","99.703","93.565","47.49","","0","","",""
"01:13","","","","","","","","","10.372","","24.617","60","42.95"
"01:14","20.144","0","5.88","11.76","11.76","97.412","93.873","44.29","","0","","",""
"01:16","","","","","","","","","10.372","","24.617","60","42.95"
"01:17","20.144","0","2.01","4.02","4.02","99.45","93.472","49.94","","0","","",""
"01:19","","","","","","","","","10.373","","24.617","60","42.95"
"01:20","20.146","0","1.22","2.44","2.44","99.743","93.768","48.07","","0","","",""
"01:22","","","","","","","","","10.372","","24.617","60","42.95"
"01:23","20.15","0","1.37","2.74","2.74","99.729","93.812","45.28","","0","","",""
"01:25","","","","","","","","","10.372","","24.617","60","42.95"
"01:26","20.152","0","1.82","3.63","3.63","99.652","93.754","48.38","","0","","",""
"01:28","","","","","","","","","10.372","","24.617","60","42.95"
"01:29","20.157","0","0.82","1.64","1.64","99.834","93.863","51.03","","0","","",""
"01:31","","","","","","","","","10.372","","24.617","60","42.95"
"01:32","20.158","0","1.17","2.35","2.35","99.703","93.712","52.96","","0","","",""
"01:34","","","","","","","","","10.371","","24.617","60","42.95"
"01:35","20.161","0","1.34","2.68","2.68","99.725","93.811","47.32","","0","","",""
