"Relative Time","% Committed Bytes In Use (Memory):viccbiostat096","% Disk Read Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Time (PhysicalDisk _Total):viccbiostat096","% Disk Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Write Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (Processor _Total):viccbiostat096","% Processor Time (Processor _Total):viccbiostat096","Available MBytes (Memory):viccbiostat096","Avg. Disk sec/Transfer (PhysicalDisk 0 C|):viccbiostat096","Private Bytes (Process ubuntu):viccbiostat096","Thread Count (Process ubuntu):viccbiostat096","Virtual Bytes (Process ubuntu):viccbiostat096"
"00:01","","","","","","","","","10.278","","23.716","30","42.95"
"00:02","20.958","47.54","26.15","52.29","4.75","94.455","92.286","58.3","","0","","",""
"00:04","","","","","","","","","10.274","","23.716","30","42.95"
"00:05","20.797","0","1.95","3.89","3.89","99.643","95.906","27.57","","0","","",""
"00:07","","","","","","","","","10.3","","23.716","30","42.95"
"00:08","20.804","0.26","2.55","5.09","4.83","99.357","94.543","36.99","","0","","",""
"00:10","","","","","","","","","10.297","","23.716","30","42.95"
"00:11","20.814","0","1.98","3.95","3.95","99.591","93.631","47.31","","0","","",""
"00:13","","","","","","","","","10.295","","23.716","30","42.95"
"00:14","20.818","0","2.14","4.28","4.28","99.515","93.547","51.58","","0","","",""
"00:16","","","","","","","","","10.294","","23.716","30","42.95"
"00:17","20.835","0","1.19","2.37","2.37","99.85","93.165","54.57","","0","","",""
"00:19","","","","","","","","","10.292","","23.716","30","42.95"
"00:20","20.835","0.13","21.07","42.14","42.01","89.019","92.305","59.13","","0","","",""
"00:22","","","","","","","","","10.291","","23.716","30","42.95"
"00:23","20.864","0.16","15.59","31.17","31.01","90.639","92.27","62.81","","0","","",""
"00:25","","","","","","","","","10.287","","23.716","30","42.95"
"00:26","20.89","0","11.18","22.36","22.36","93.833","92.697","52.96","","0","","",""
"00:28","","","","","","","","","10.283","","23.716","30","42.95"
"00:29","20.929","0","1.72","3.44","3.44","99.666","95.096","30.61","","0","","",""
"00:31","","","","","","","","","10.277","","23.716","30","42.95"
"00:32","20.931","0","1.19","2.37","2.37","99.87","95.492","32.63","","0","","",""
"00:34","","","","","","","","","10.276","","23.716","30","42.95"
"00:35","20.931","0","17.61","35.22","35.22","89.76","91.908","58.89","","0","","",""
"00:37","","","","","","","","","10.277","","23.716","30","42.95"
"00:38","20.956","0.13","16.24","32.48","32.36","91.365","92.83","55.86","","0","","",""
"00:40","","","","","","","","","10.273","","23.716","30","42.95"
"00:41","20.978","0","27.39","54.78","54.78","89.468","95.215","30.92","","0","","",""
"00:43","","","","","","","","","10.27","","23.716","30","42.95"
"00:44","21.023","0","18.78","37.55","37.55","92.183","93.847","50.34","","0","","",""
"00:46","","","","","","","","","10.265","","23.716","30","42.95"
"00:47","21.072","0","13.54","27.08","27.08","93.373","94.49","37.89","","0","","",""
"00:49","","","","","","","","","10.256","","23.716","30","42.95"
"00:50","21.118","0","2.18","4.35","4.35","99.333","96.916","12.63","","0","","",""
"00:52","","","","","","","","","10.249","","23.716","30","42.95"
"00:53","21.118","0","0.78","1.33","1.33","99.878","97.134","13.92","","0","","",""
"00:55","","","","","","","","","10.249","","23.716","30","42.95"
"00:56","21.114","0","1.5","2.96","2.96","99.762","96.14","21.94","","0","","",""
"00:58","","","","","","","","","10.25","","23.716","30","42.95"
"00:59","21.119","0","16.63","33.12","33.12","93.259","95.154","29.93","","0","","",""
"01:01","","","","","","","","","10.249","","23.716","30","42.95"
"01:02","21.138","0","19.15","38.31","38.31","91.8","93.318","41.93","","0","","",""
"01:04","","","","","","","","","10.247","","23.716","30","42.95"
"01:05","21.157","0","12.69","25.36","25.36","92.847","94.587","36.37","","0","","",""
"01:07","","","","","","","","","10.243","","23.716","30","42.95"
"01:08","21.198","0","25.23","50.46","50.46","92.171","93.743","48.4","","0","","",""
"01:10","","","","","","","","","10.237","","23.716","30","42.95"
"01:11","21.235","0","15.3","30.6","30.6","93.106","94.315","36.34","","0","","",""
"01:13","","","","","","","","","10.232","","23.716","30","42.95"
"01:14","21.282","0","10.24","20.49","20.49","94.054","94.669","33.5","","0","","",""
"01:16","","","","","","","","","10.225","","23.716","30","42.95"
"01:17","21.339","0","10.25","20.5","20.5","94.398","94.233","37","","0","","",""
"01:19","","","","","","","","","10.216","","23.716","30","42.95"
"01:20","21.397","0","9.65","19.29","19.29","94.49","94.705","35.22","","0","","",""
"01:22","","","","","","","","","10.207","","23.716","30","42.95"
"01:23","21.45","0.24","9.65","19.3","19.06","94.679","93.711","48.78","","0","","",""
"01:25","","","","","","","","","10.199","","23.716","30","42.95"
"01:26","21.513","0","10.9","21.8","21.8","94.409","94.512","42.49","","0","","",""
"01:28","","","","","","","","","10.189","","23.716","30","42.95"
"01:29","21.589","0.8","11.49","22.97","22.17","94.121","92.864","42.84","","0","","",""
"01:31","","","","","","","","","10.178","","23.716","30","42.95"
"01:32","21.62","0.08","11.63","23.25","23.18","93.972","93.989","43.27","","0","","",""
"01:34","","","","","","","","","10.174","","23.716","30","42.95"
"01:35","21.621","0","13.27","26.55","26.55","95.646","97.026","13.1","","0","","",""
"01:37","","","","","","","","","10.174","","23.716","30","42.95"
"01:38","21.634","0","1.7","3.41","3.41","99.727","96.911","16.96","","0","","",""
"01:40","","","","","","","","","10.172","","23.716","30","42.95"
"01:41","21.633","0","1.64","3.27","3.27","99.717","96.129","26.7","","0","","",""
"01:43","","","","","","","","","10.172","","23.716","30","42.95"
"01:44","21.625","0","11.97","23.94","23.94","94.131","94.6","27.49","","0","","",""
"01:46","","","","","","","","","10.173","","23.716","30","42.95"
"01:47","21.631","0.18","17.73","35.46","35.27","90.74","93.473","42.61","","0","","",""
"01:49","","","","","","","","","10.173","","23.716","30","42.95"
"01:50","21.63","0","19.74","39.47","39.47","91.72","95.366","24.42","","0","","",""
"01:52","","","","","","","","","10.173","","23.716","30","42.95"
"01:53","21.642","0","11.64","23.28","23.28","93.307","93.257","46.65","","0","","",""
"01:55","","","","","","","","","10.171","","23.716","30","42.95"
"01:56","21.635","0","11.89","23.79","23.79","93.242","93.44","45.52","","0","","",""
"01:58","","","","","","","","","10.171","","23.716","30","42.95"
"01:59","21.64","0","9.79","19.57","19.57","94.196","94.316","34.62","","0","","",""
"02:01","","","","","","","","","10.171","","23.716","30","42.95"
"02:02","21.644","0","13.57","27.14","27.14","93.362","94.177","37.99","","0","","",""
"02:04","","","","","","","","","10.171","","23.716","30","42.95"
"02:05","21.65","0","13.76","27.52","27.52","93.411","93.961","38.51","","0","","",""
"02:07","","","","","","","","","10.169","","23.716","30","42.95"
"02:08","21.662","0","10.75","21.5","21.5","94.333","94.038","42.94","","0","","",""
"02:10","","","","","","","","","10.167","","23.716","30","42.95"
"02:11","21.688","0","10.86","21.71","21.71","94.494","94.477","35.1","","0","","",""
"02:13","","","","","","","","","10.164","","23.716","30","42.95"
"02:14","21.713","0.08","9.55","19.1","19.02","94.622","92.202","56.45","","0","","",""
"02:16","","","","","","","","","10.159","","23.716","30","42.95"
"02:17","21.736","0","10.39","20.77","20.77","94.207","93.921","42.14","","0","","",""
"02:19","","","","","","","","","10.157","","23.716","30","42.95"
"02:20","21.734","0","13.54","27.09","27.09","93.662","94.884","33.27","","0","","",""
"02:22","","","","","","","","","10.156","","23.716","30","42.95"
"02:23","21.731","0","8.81","17.62","17.62","95.071","95.264","31.63","","0","","",""
"02:25","","","","","","","","","10.157","","23.716","30","42.95"
"02:26","21.723","0","9.73","19.46","19.46","95.018","94.057","40.87","","0","","",""
"02:28","","","","","","","","","10.158","","23.716","30","42.95"
"02:29","21.722","0.17","9.36","18.73","18.56","95.09","93.602","44.79","","0","","",""
"02:31","","","","","","","","","10.158","","23.716","30","42.95"
"02:32","21.728","0","15.45","30.9","30.9","94.648","94.271","33.79","","0","","",""
"02:34","","","","","","","","","10.157","","23.716","30","42.95"
"02:35","21.739","0","12.23","24.47","24.47","94.576","93.493","43.99","","0","","",""
"02:37","","","","","","","","","10.155","","23.716","30","42.95"
"02:38","21.756","0","15.21","30.42","30.42","94.365","92.374","68.28","","0","","",""
"02:40","","","","","","","","","10.154","","23.716","30","42.95"
"02:41","21.76","0","9.15","18.3","18.3","95.191","94.871","30.42","","0","","",""
"02:43","","","","","","","","","10.153","","23.716","30","42.95"
"02:44","21.761","0","15.26","30.52","30.52","94.194","93.336","47.05","","0","","",""
"02:46","","","","","","","","","10.152","","23.716","30","42.95"
"02:47","21.762","0","8.14","16.28","16.28","95.683","93.859","44.82","","0","","",""
"02:49","","","","","","","","","10.151","","23.716","30","42.95"
"02:50","21.766","0","11.1","22.21","22.21","95.109","93.268","54.52","","0","","",""
"02:52","","","","","","","","","10.152","","23.716","30","42.95"
"02:53","21.76","0.14","15.25","30.5","30.36","94.781","93.558","37.22","","0","","",""
"02:55","","","","","","","","","10.153","","23.716","30","42.95"
"02:56","21.772","0","8.99","17.99","17.99","95.469","92.936","52.65","","0","","",""
"02:58","","","","","","","","","10.151","","23.716","30","42.95"
"02:59","21.776","0","7.57","15.14","15.14","95.58","94.582","35.4","","0","","",""
"03:01","","","","","","","","","10.151","","23.716","30","42.95"
"03:02","21.782","0","7.59","15.18","15.18","95.8","93.53","53.32","","0","","",""
"03:04","","","","","","","","","10.151","","23.716","30","42.95"
"03:05","21.782","0","7.99","15.99","15.99","95.761","93.944","37.2","","0","","",""
"03:07","","","","","","","","","10.151","","23.716","30","42.95"
"03:08","21.786","0","9.46","18.91","18.91","95.548","95.769","29.59","","0","","",""
"03:10","","","","","","","","","10.148","","23.716","30","42.95"
"03:11","21.79","0","7.64","15.28","15.28","95.945","94.017","46.07","","0","","",""
"03:13","","","","","","","","","10.148","","23.716","30","42.95"
"03:14","21.798","0","11.38","22.77","22.77","95.248","93.689","41.33","","0","","",""
"03:16","","","","","","","","","10.147","","23.716","30","42.95"
"03:17","21.781","0","7.84","15.67","15.67","95.899","93.364","48.59","","0","","",""
"03:19","","","","","","","","","10.149","","23.716","30","42.95"
"03:20","21.801","0","12.44","24.89","24.89","94.755","95.806","24.73","","0","","",""
"03:22","","","","","","","","","10.147","","23.716","30","42.95"
"03:23","21.806","0.13","9.81","19.48","19.35","98.509","94.704","27.61","","0","","",""
"03:25","","","","","","","","","10.145","","23.716","30","42.95"
"03:26","21.8","0","1.11","2.22","2.22","99.798","95.375","26.31","","0","","",""
"03:28","","","","","","","","","10.146","","23.716","30","42.95"
"03:29","21.796","0","12.04","24.08","24.08","94.289","94.687","32.84","","0","","",""
"03:31","","","","","","","","","10.147","","23.716","30","42.95"
"03:32","21.803","0","16.96","33.92","33.92","90.12","94.424","35.76","","0","","",""
"03:34","","","","","","","","","10.145","","23.716","30","42.95"
"03:35","21.8","0","14.15","28.29","28.29","92.23","94.182","38.57","","0","","",""
"03:37","","","","","","","","","10.146","","23.716","30","42.95"
"03:38","21.807","0","18.63","37.26","37.26","92.195","93.718","45.38","","0","","",""
"03:40","","","","","","","","","10.146","","23.716","30","42.95"
"03:41","21.819","0","12.98","25.96","25.96","92.925","93.735","47.95","","0","","",""
"03:43","","","","","","","","","10.145","","23.716","30","42.95"
"03:44","21.826","0","14.02","28.04","28.04","93.078","93.478","45.91","","0","","",""
"03:46","","","","","","","","","10.144","","23.716","30","42.95"
"03:47","21.829","0","16.94","33.87","33.87","92.777","93.392","41.93","","0","","",""
"03:49","","","","","","","","","10.144","","23.716","30","42.95"
"03:50","21.836","0","24.82","49.64","49.64","91.499","93.575","44.18","","0","","",""
"03:52","","","","","","","","","10.141","","23.716","30","42.95"
"03:53","21.86","0","11.23","22.46","22.46","93.918","92.994","51.68","","0","","",""
"03:55","","","","","","","","","10.139","","23.716","30","42.95"
"03:56","21.843","0","8.02","16.03","16.03","94.602","96.315","19.51","","0","","",""
"03:58","","","","","","","","","10.14","","23.716","30","42.95"
"03:59","21.84","0","9.25","18.5","18.5","94.51","94.005","38.93","","0","","",""
"04:01","","","","","","","","","10.143","","23.716","30","42.95"
"04:02","21.84","0","9.53","19.06","19.06","94.356","94.828","30.33","","0","","",""
"04:04","","","","","","","","","10.14","","23.716","30","42.95"
"04:05","21.833","0","12.81","25.63","25.63","94.085","93.753","48.66","","0","","",""
"04:07","","","","","","","","","10.141","","23.716","30","42.95"
"04:08","21.836","0","18.63","37.12","37.12","94.133","93.953","41.39","","0","","",""
"04:10","","","","","","","","","10.14","","23.716","30","42.95"
"04:11","21.833","0","8.35","16.7","16.7","95.235","93.804","47.68","","0","","",""
"04:13","","","","","","","","","10.142","","23.716","30","42.95"
"04:14","21.841","0","9.34","18.67","18.67","94.869","93.449","48.11","","0","","",""
"04:16","","","","","","","","","10.14","","23.716","30","42.95"
"04:17","21.854","0","9.33","18.64","18.64","94.841","91.225","64.83","","0","","",""
"04:19","","","","","","","","","10.138","","23.716","30","42.95"
"04:20","21.853","1.25","31.66","63.28","62.03","91.114","91.153","67.55","","0","","",""
"04:22","","","","","","","","","10.139","","23.716","30","42.95"
"04:23","21.867","1.93","25.76","51.51","49.58","92.703","93.707","44.68","","0","","",""
"04:25","","","","","","","","","10.135","","23.716","30","42.95"
"04:26","21.883","0","14.02","28.03","28.03","94.155","93.107","47.75","","0","","",""
"04:28","","","","","","","","","10.134","","23.716","30","42.95"
"04:29","21.877","0.22","9.95","19.9","19.68","95.007","92.625","51.31","","0","","",""
"04:31","","","","","","","","","10.134","","23.716","30","42.95"
"04:32","21.875","0","8.52","17.04","17.04","95.5","93.428","48.98","","0","","",""
"04:34","","","","","","","","","10.136","","23.716","30","42.95"
"04:35","21.891","0","7.64","15.28","15.28","95.737","93.708","41.32","","0","","",""
"04:37","","","","","","","","","10.132","","23.716","30","42.95"
"04:38","21.896","0","22.5","44.94","44.94","94.221","94.08","42.45","","0","","",""
"04:40","","","","","","","","","10.132","","23.716","30","42.95"
"04:41","21.903","0","8.18","16.35","16.35","95.627","95.66","30.57","","0","","",""
"04:43","","","","","","","","","10.132","","23.716","30","42.95"
"04:44","21.91","0","7.87","15.74","15.74","95.654","94.32","42.58","","0","","",""
"04:46","","","","","","","","","10.131","","23.716","30","42.95"
"04:47","21.897","0","16.09","32.18","32.18","94.935","93.823","43.32","","0","","",""
"04:49","","","","","","","","","10.132","","23.716","30","42.95"
"04:50","21.898","0","7.7","15.4","15.4","95.724","92.957","48.46","","0","","",""
"04:52","","","","","","","","","10.131","","23.716","30","42.95"
"04:53","21.899","0","18.07","36.14","36.14","94.732","92.877","52.35","","0","","",""
"04:55","","","","","","","","","10.132","","23.716","30","42.95"
