"Relative Time","% Committed Bytes In Use (Memory):viccbiostat096","% Disk Read Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Time (PhysicalDisk _Total):viccbiostat096","% Disk Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Write Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (Processor _Total):viccbiostat096","% Processor Time (Processor _Total):viccbiostat096","Available MBytes (Memory):viccbiostat096","Avg. Disk sec/Transfer (PhysicalDisk 0 C|):viccbiostat096","Private Bytes (Process ubuntu):viccbiostat096","Thread Count (Process ubuntu):viccbiostat096","Virtual Bytes (Process ubuntu):viccbiostat096"
"00:00","37.705","1.4","6.01","11.97","11.83","98.8","93.686","36.8","","0","","",""
"00:02","","","","","","","","","77.489","","23.88","30","42.95"
"00:03","36.899","2.8","6.13","12.16","11.89","98.59","91.661","48.78","","0","","",""
"00:05","","","","","","","","","78.532","","23.88","30","42.95"
"00:06","37.052","0","2.57","5.09","5.09","99.205","95.572","25.64","","0","","",""
"00:08","","","","","","","","","78.513","","23.88","30","42.95"
"00:09","37.061","0","2.98","5.96","5.96","99.102","95.341","31.77","","0","","",""
"00:11","","","","","","","","","78.482","","23.88","30","42.95"
"00:12","37.066","0","1.75","3.34","3.34","99.639","95.451","28.72","","0","","",""
"00:14","","","","","","","","","78.473","","23.88","30","42.95"
"00:15","37.065","0","1.32","2.62","2.62","99.686","95.004","38.45","","0","","",""
"00:17","","","","","","","","","78.466","","23.88","30","42.95"
"00:18","37.067","6.6","2.18","4.3","3.65","99.611","95.143","25.02","","0","","",""
"00:20","","","","","","","","","78.463","","23.88","30","42.95"
"00:21","37.07","2","1.56","3.13","2.93","99.682","94.826","33.31","","0","","",""
"00:23","","","","","","","","","78.452","","23.88","30","42.95"
"00:24","37.074","0","0.91","1.82","1.82","99.785","96.143","24.2","","0","","",""
"00:26","","","","","","","","","78.449","","23.88","30","42.95"
"00:27","37.075","0","0.8","1.61","1.61","99.818","96.874","18.07","","0","","",""
"00:29","","","","","","","","","78.443","","23.88","30","42.95"
"00:30","37.079","0","1.16","2.32","2.32","99.724","96.631","25.29","","0","","",""
"00:32","","","","","","","","","78.437","","23.88","30","42.95"
"00:33","37.091","0","1.34","2.67","2.67","99.674","96.833","15.37","","0","","",""
"00:35","","","","","","","","","78.433","","23.88","30","42.95"
"00:36","37.094","0","0.63","1.26","1.26","99.846","96.004","27.06","","0","","",""
"00:38","","","","","","","","","78.426","","23.88","30","42.95"
