"Relative Time","% Committed Bytes In Use (Memory):viccbiostat096","% Disk Read Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Time (PhysicalDisk _Total):viccbiostat096","% Disk Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Write Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (Processor _Total):viccbiostat096","% Processor Time (Processor _Total):viccbiostat096","Available MBytes (Memory):viccbiostat096","Avg. Disk sec/Transfer (PhysicalDisk 0 C|):viccbiostat096","Private Bytes (Process ubuntu):viccbiostat096","Thread Count (Process ubuntu):viccbiostat096","Virtual Bytes (Process ubuntu):viccbiostat096"
"00:01","21.598","0.69","4.32","8.64","7.94","99.283","96.035","20.41","","0","","",""
"00:03","","","","","","","","","10.187","","23.88","30","42.95"
"00:04","21.376","0","1.61","3","3","99.698","96.551","20.02","","0","","",""
"00:06","","","","","","","","","10.222","","23.88","30","42.95"
"00:07","21.386","0","2.55","5.07","5.07","99.154","97.656","8.7","","0","","",""
"00:09","","","","","","","","","10.221","","23.88","30","42.95"
"00:10","21.395","1.71","2.28","4.41","2.7","99.428","96.557","12.69","","0","","",""
"00:12","","","","","","","","","10.219","","23.88","30","42.95"
"00:13","21.399","0","1.07","2.14","2.14","99.708","97.503","9.47","","0","","",""
"00:15","","","","","","","","","10.219","","23.88","30","42.95"
"00:16","21.401","0","1.02","2.02","2.02","99.853","97.054","7.36","","0","","",""
"00:18","","","","","","","","","10.218","","23.88","30","42.95"
"00:19","21.404","22.65","13.04","26.06","3.4","97.28","97.153","8.88","","0","","",""
"00:21","","","","","","","","","10.217","","23.88","30","42.95"
"00:22","21.408","0","1.01","2.02","2.02","99.756","97.948","8.21","","0","","",""
"00:24","","","","","","","","","10.217","","23.88","30","42.95"
"00:25","21.413","0.14","1.45","2.91","2.77","99.696","98.113","2.67","","0","","",""
"00:27","","","","","","","","","10.216","","23.88","30","42.95"
"00:28","21.414","0","0.52","1.03","1.03","99.887","98.328","3.87","","0","","",""
"00:30","","","","","","","","","10.215","","23.88","30","42.95"
"00:31","21.397","0","1.17","2.34","2.34","99.715","98.063","3.51","","0","","",""
"00:33","","","","","","","","","10.216","","23.88","30","42.95"
"00:34","21.399","3.4","6.58","13.16","9.76","98.568","97.964","8.55","","0","","",""
"00:36","","","","","","","","","10.216","","23.88","30","42.95"
"00:37","21.41","1.86","1.85","3.7","1.84","99.653","97.789","5.91","","0","","",""
"00:39","","","","","","","","","10.214","","23.88","30","42.95"
"00:40","21.408","0.44","0.78","1.55","1.11","99.886","98.061","5.22","","0","","",""
"00:42","","","","","","","","","10.214","","23.88","30","42.95"
"00:43","21.415","4.36","3.6","7.2","2.84","99.304","97.523","16.15","","0","","",""
"00:45","","","","","","","","","10.214","","23.88","30","42.95"
"00:46","21.414","0","0.89","1.78","1.78","99.857","98.208","0","","0","","",""
"00:48","","","","","","","","","10.213","","23.88","30","42.95"
"00:49","21.417","0","1.31","2.62","2.62","99.654","98.289","6.65","","0","","",""
"00:51","","","","","","","","","10.213","","23.88","30","42.95"
"00:52","21.416","0.4","4.42","8.84","8.44","99.121","98.12","6.75","","0","","",""
"00:54","","","","","","","","","10.213","","23.88","30","42.95"
"00:55","21.418","0.51","1.88","3.76","3.25","99.638","98.22","3.64","","0","","",""
"00:57","","","","","","","","","10.213","","23.88","30","42.95"
"00:58","21.419","0","0.69","1.37","1.37","99.902","98.464","1.41","","0","","",""
"01:00","","","","","","","","","10.213","","23.88","30","42.95"
"01:01","21.419","0","1.06","2.12","2.12","99.68","97.81","9.27","","0","","",""
"01:03","","","","","","","","","10.213","","23.88","30","42.95"
"01:04","21.422","0","0.95","1.89","1.89","99.882","98.381","0","","0","","",""
"01:06","","","","","","","","","10.212","","23.88","30","42.95"
"01:07","21.419","0","0.66","1.31","1.31","99.863","98.192","12.16","","0","","",""
"01:09","","","","","","","","","10.212","","23.88","30","42.95"
"01:10","21.414","0","1.51","3.01","3.01","99.696","98.254","0","","0","","",""
"01:12","","","","","","","","","10.213","","23.88","30","42.95"
"01:13","21.414","0","0.89","1.78","1.78","99.821","98.149","2.73","","0","","",""
"01:15","","","","","","","","","10.213","","23.88","30","42.95"
"01:16","21.414","0","1.48","2.95","2.95","99.748","98.279","3.93","","0","","",""
"01:18","","","","","","","","","10.213","","23.88","30","42.95"
"01:19","21.418","0","1.62","3.25","3.25","99.663","98.413","2.56","","0","","",""
"01:21","","","","","","","","","10.213","","23.88","30","42.95"
"01:22","21.421","2.35","3.63","7.26","4.92","99.024","94.345","29.89","","0","","",""
"01:24","","","","","","","","","10.212","","23.88","30","42.95"
"01:25","21.401","0","0.85","1.7","1.7","99.805","97.063","5.94","","0","","",""
"01:27","","","","","","","","","10.212","","23.88","30","42.95"
"01:28","21.447","0","0.43","0.86","0.86","99.92","96.564","8.94","","10","","",""
"01:30","","","","","","","","","10.209","","23.88","30","42.95"
"01:31","21.454","0","1.61","3.23","3.23","99.667","97.629","11.02","","0","","",""
