"Relative Time","% Committed Bytes In Use (Memory):viccbiostat096","% Disk Read Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Time (PhysicalDisk _Total):viccbiostat096","% Disk Time (PhysicalDisk 0 C|):viccbiostat096","% Disk Write Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (PhysicalDisk 0 C|):viccbiostat096","% Idle Time (Processor _Total):viccbiostat096","% Processor Time (Processor _Total):viccbiostat096","Available MBytes (Memory):viccbiostat096","Avg. Disk sec/Transfer (PhysicalDisk 0 C|):viccbiostat096","Private Bytes (Process ubuntu):viccbiostat096","Thread Count (Process ubuntu):viccbiostat096","Virtual Bytes (Process ubuntu):viccbiostat096"
"00:01","","","","","","","","","79505","","2371584","3","4294967000"
"00:02","36.138","0.07","0.369","0.701","0.631","98.955","94.048","3.881","","0","","",""
"00:04","","","","","","","","","79512","","2371584","3","4294967000"
"00:05","36.347","0","0.123","0.232","0.232","99.757","97.52","1.386","","0","","",""
"00:07","","","","","","","","","79415","","2371584","3","4294967000"
"00:08","36.353","0","0.279","0.553","0.553","99.056","96.28","2.426","","0","","",""
"00:10","","","","","","","","","79409","","2371584","3","4294967000"
"00:11","36.354","0","0.083","0.166","0.166","99.86","95.434","2.963","","0","","",""
"00:13","","","","","","","","","79400","","2371584","3","4294967000"
"00:14","36.361","0","0.217","0.427","0.427","99.463","95.582","2.547","","0","","",""
"00:16","","","","","","","","","79382","","2371584","3","4294967000"
"00:17","36.365","0","0.107","0.213","0.213","99.686","95.229","3.237","","0","","",""
"00:19","","","","","","","","","79370","","2371584","3","4294967000"
"00:20","36.368","0","0.072","0.144","0.144","99.814","95.028","3.471","","0","","",""
"00:22","","","","","","","","","79367","","2371584","3","4294967000"
"00:23","36.372","0","0.114","0.228","0.228","99.797","95.377","2.631","","0","","",""
"00:25","","","","","","","","","79366","","2371584","3","4294967000"
"00:26","36.385","0","0.104","0.209","0.209","99.765","94.788","3.452","","0","","",""
"00:28","","","","","","","","","79348","","2371584","3","4294967000"
"00:29","36.39","0","0.135","0.27","0.27","99.659","95.013","2.895","","0","","",""
"00:31","","","","","","","","","79345","","2371584","3","4294967000"
"00:32","36.392","0","0.09","0.181","0.181","99.838","96.267","1.951","","0","","",""
"00:34","","","","","","","","","79343","","2371584","3","4294967000"
"00:35","36.405","0","0.084","0.168","0.168","99.829","97.454","1.371","","0","","",""
"00:37","","","","","","","","","79313","","2371584","3","4294967000"
"00:38","36.41","0.02","0.148","0.297","0.277","99.635","97.733","0.862","","0","","",""
"00:40","","","","","","","","","79303","","2371584","3","4294967000"
"00:41","36.411","0","0.094","0.188","0.188","99.795","97.582","1.366","","0","","",""
"00:43","","","","","","","","","79302","","2371584","3","4294967000"
"00:44","36.411","0","0.145","0.29","0.29","99.626","97.964","1.009","","0","","",""
"00:46","","","","","","","","","79307","","2371584","3","4294967000"
"00:47","36.406","0","0.33","0.66","0.66","99.379","97.75","0.861","","0","","",""
"00:49","","","","","","","","","79309","","2371584","3","4294967000"
"00:50","36.407","0","0.118","0.236","0.236","99.732","98.063","0.897","","0","","",""
"00:52","","","","","","","","","79307","","2371584","3","4294967000"
"00:53","36.411","0.01","0.103","0.206","0.197","99.746","98.044","0.724","","0","","",""
"00:55","","","","","","","","","79307","","2371584","3","4294967000"
"00:56","36.414","0.008","0.098","0.196","0.188","99.822","97.826","0.882","","0","","",""
